rid,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q1,Q2,Q3,Q4,Q64
1effcb17-e011-4c17-a9ca-3e3cd114b597,26,0.0,Canada,,Canada,,Front-end Developer,Always,1,,,,1effcb17-e011-4c17-a9ca-3e3cd114b597
d5cd83d1-406c-4f99-864c-5a2d010a0851,36,0.0,United States of America,Oklahoma,United States of America,Oklahoma,Other,Always,0,6-25,1.0,,d5cd83d1-406c-4f99-864c-5a2d010a0851
c33e87da-a617-439f-b042-c797b108b460,26,1.0,United Kingdom,,United Kingdom,,Back-end Developer,Never,0,6-25,1.0,,c33e87da-a617-439f-b042-c797b108b460
c1d121dc-0cee-4744-b543-0354c1234ef9,34,1.0,United States of America,Minnesota,United States of America,Minnesota,Supervisor/Team Lead/Back-end Developer,Never,0,6-25,1.0,,c1d121dc-0cee-4744-b543-0354c1234ef9
37cc765f-684f-4cb7-8731-66de57835e39,34,1.0,United States of America,Oklahoma,United States of America,Oklahoma,Back-end Developer/Front-end Developer,Sometimes,0,26-100,1.0,,37cc765f-684f-4cb7-8731-66de57835e39
84dd933d-a243-4267-9ee6-edc1c9375215,25,1.0,United States of America,Pennsylvania,United States of America,Pennsylvania,Back-end Developer/Front-end Developer,Sometimes,0,More than 1000,0.0,1.0,84dd933d-a243-4267-9ee6-edc1c9375215
f9a08384-e45a-4222-ba09-c1ef7149924b,33,0.0,United States of America,Illinois,United States of America,Illinois,One-person shop/Designer/Front-end Developer/Supervisor/Team Lead,Sometimes,1,,,,f9a08384-e45a-4222-ba09-c1ef7149924b
3b00e302-422b-4537-9fad-a87cbbc7bc1f,27,0.0,Canada,,Canada,,Front-end Developer,Sometimes,0,26-100,1.0,,3b00e302-422b-4537-9fad-a87cbbc7bc1f
60d3b8a1-7840-4997-abb0-08b41dae29ff,24,0.0,Canada,,Canada,,Designer/Front-end Developer,Never,0,26-100,1.0,,60d3b8a1-7840-4997-abb0-08b41dae29ff
65616151-ff31-49a0-a400-8ab5f73f54ba,47,0.0,United States of America,Washington,United States of America,Washington,DevOps/SysAdmin/One-person shop,Sometimes,0,More than 1000,0.0,1.0,65616151-ff31-49a0-a400-8ab5f73f54ba
1941900d-81f9-48d1-81f7-c7ece489f20e,37,1.0,United States of America,Indiana,United States of America,Indiana,Supervisor/Team Lead/DevOps/SysAdmin/Back-end Developer,Sometimes,0,26-100,1.0,,1941900d-81f9-48d1-81f7-c7ece489f20e
037ea89f-1195-4588-867d-630b71177246,35,0.0,United States of America,Illinois,United States of America,Illinois,Designer/Front-end Developer/Back-end Developer/DevOps/SysAdmin/Other,Sometimes,0,More than 1000,0.0,1.0,037ea89f-1195-4588-867d-630b71177246
3c7009b7-db94-496a-a2f7-821435dbdd85,30,1.0,United States of America,Pennsylvania,United States of America,Pennsylvania,Support,Always,0,100-500,0.0,1.0,3c7009b7-db94-496a-a2f7-821435dbdd85
b5c9a8be-3d37-4233-854c-c5c0f4b14c0a,42,1.0,United States of America,Tennessee,United States of America,Tennessee,Other/Dev Evangelist/Advocate/Back-end Developer/Front-end Developer,Never,0,More than 1000,0.0,1.0,b5c9a8be-3d37-4233-854c-c5c0f4b14c0a
174e56fa-98d2-4302-bbc8-bc80515f523e,36,0.0,United States of America,Indiana,United States of America,Indiana,Designer,Sometimes,1,,,,174e56fa-98d2-4302-bbc8-bc80515f523e
08a653e0-cee4-4d3d-9657-af493ab446ed,31,1.0,United States of America,Pennsylvania,United States of America,Pennsylvania,Back-end Developer,Always,0,100-500,1.0,,08a653e0-cee4-4d3d-9657-af493ab446ed
6105142c-e9ff-45cc-9ca7-37b3917592a5,28,0.0,United States of America,Massachusetts,United States of America,Massachusetts,Back-end Developer/Front-end Developer,Always,0,100-500,1.0,,6105142c-e9ff-45cc-9ca7-37b3917592a5
dbb1c16a-be0a-4b22-9021-d19424b22920,36,0.0,United States of America,Indiana,United States of America,Indiana,Other,Sometimes,0,26-100,0.0,0.0,dbb1c16a-be0a-4b22-9021-d19424b22920
03b5ffe0-af1d-4ccb-9e51-39eba5c897f5,36,0.0,United States of America,Tennessee,United States of America,Tennessee,Other,Never,0,6-25,1.0,,03b5ffe0-af1d-4ccb-9e51-39eba5c897f5
d44be227-f293-43c8-b93a-0896431c970d,32,1.0,Canada,,Canada,,Front-end Developer,Sometimes,0,26-100,0.0,1.0,d44be227-f293-43c8-b93a-0896431c970d
13f89c74-45b5-445a-ac60-9b7c462801e8,42,1.0,United States of America,Missouri,United States of America,Missouri,One-person shop,Always,1,,,,13f89c74-45b5-445a-ac60-9b7c462801e8
c062386f-3ad6-4a16-a2c1-2fcd4581be5c,41,0.0,United States of America,Colorado,United States of America,Colorado,Supervisor/Team Lead/Front-end Developer,Never,0,100-500,1.0,,c062386f-3ad6-4a16-a2c1-2fcd4581be5c
e6a64e20-326f-403a-bfa2-1756947ac164,36,1.0,Sweden,,Sweden,,Executive Leadership,Sometimes,0,26-100,0.0,1.0,e6a64e20-326f-403a-bfa2-1756947ac164
0e421e3c-6128-4364-aac6-5f2bb200ffb5,23,1.0,United States of America,Wisconsin,United States of America,Wisconsin,Back-end Developer,Sometimes,0,26-100,1.0,,0e421e3c-6128-4364-aac6-5f2bb200ffb5
0da1ce22-b95f-43ab-8266-3abc9a6fbc27,54,0.0,United States of America,Texas,United States of America,Texas,Other,Never,0,More than 1000,0.0,0.0,0da1ce22-b95f-43ab-8266-3abc9a6fbc27
5f050174-b195-4f0d-9f0d-c4d76cf251ff,34,0.0,United States of America,Illinois,United States of America,Illinois,Other,Never,0,26-100,0.0,1.0,5f050174-b195-4f0d-9f0d-c4d76cf251ff
e751e44f-7c1f-4b4d-aa5d-33f6b83b37f6,36,1.0,Netherlands,,Netherlands,,Back-end Developer/DevOps/SysAdmin,Never,0,6-25,1.0,,e751e44f-7c1f-4b4d-aa5d-33f6b83b37f6
70e5dbdc-84d6-4c56-acf6-3b94498ea7ad,27,1.0,United States of America,Virginia,United States of America,Virginia,Front-end Developer,Never,0,1-5,1.0,,70e5dbdc-84d6-4c56-acf6-3b94498ea7ad
8fc5070e-d5cb-40d1-b508-41f060013b0d,32,1.0,United States of America,Rhode Island,United States of America,Rhode Island,Designer,Always,0,100-500,1.0,,8fc5070e-d5cb-40d1-b508-41f060013b0d
39df7a8f-7ce2-4163-a8a4-78399ad09b4e,21,1.0,Germany,,Germany,,Front-end Developer/Back-end Developer/DevOps/SysAdmin/Supervisor/Team Lead,Never,0,6-25,1.0,,39df7a8f-7ce2-4163-a8a4-78399ad09b4e
376255d1-adff-4ab9-a8f2-6077aa1a42da,44,1.0,United States of America,Michigan,United States of America,Michigan,Other,Always,0,1-5,1.0,,376255d1-adff-4ab9-a8f2-6077aa1a42da
e7e983c1-5424-4de3-b6aa-1fb5985b95e4,33,1.0,United States of America,Minnesota,United States of America,Minnesota,Supervisor/Team Lead/Back-end Developer,Always,0,26-100,1.0,,e7e983c1-5424-4de3-b6aa-1fb5985b95e4
a3069371-8198-4515-a994-db775f47a48f,38,1.0,United Kingdom,,United Kingdom,,Supervisor/Team Lead/Support,Sometimes,0,More than 1000,1.0,,a3069371-8198-4515-a994-db775f47a48f
1d21ea48-f8de-4b95-bf8a-295f2f78c9db,38,1.0,Ireland,,Ireland,,DevOps/SysAdmin/Other,Sometimes,0,More than 1000,1.0,,1d21ea48-f8de-4b95-bf8a-295f2f78c9db
82ad41fc-2337-4e50-a16e-20b28f78f682,38,0.0,United States of America,Ohio,United States of America,Ohio,Designer,Always,1,,,,82ad41fc-2337-4e50-a16e-20b28f78f682
5ac67a58-2fe5-4e62-8834-a5eb7c9ec048,22,0.0,Brazil,,Brazil,,Other,Always,0,1-5,1.0,,5ac67a58-2fe5-4e62-8834-a5eb7c9ec048
cb0282ba-fc24-4add-aff9-7b2f712c6791,33,0.5,United States of America,Florida,United States of America,Florida,Other/Executive Leadership/Supervisor/Team Lead/HR/Support/Sales/Designer/One-person shop,Sometimes,1,,,,cb0282ba-fc24-4add-aff9-7b2f712c6791
b8404463-96b7-4227-8c7c-f9ec645a4f53,27,0.0,Canada,,Canada,,Front-end Developer,Never,0,More than 1000,0.0,1.0,b8404463-96b7-4227-8c7c-f9ec645a4f53
fe8a5af6-6746-4fe3-830e-bb1159692adf,55,0.0,United States of America,Vermont,United States of America,Vermont,One-person shop,Sometimes,1,,,,fe8a5af6-6746-4fe3-830e-bb1159692adf
ffb90847-47c5-4a6f-9920-2c6795d6288a,66,1.0,United States of America,Maine,United States of America,Maine,Front-end Developer,Sometimes,0,6-25,0.0,1.0,ffb90847-47c5-4a6f-9920-2c6795d6288a
d16fe128-0cde-4f56-a1f4-22dd0787ebdc,25,1.0,United States of America,New Jersey,United States of America,New Jersey,Back-end Developer/Support/DevOps/SysAdmin,Sometimes,0,1-5,0.0,1.0,d16fe128-0cde-4f56-a1f4-22dd0787ebdc
b6a4906d-9a02-4747-8803-69634b4150ed,22,1.0,Netherlands,,Netherlands,,Front-end Developer/Back-end Developer/DevOps/SysAdmin,Never,0,26-100,1.0,,b6a4906d-9a02-4747-8803-69634b4150ed
ab47c498-3298-47cb-8244-aac1b63bc654,29,1.0,Brazil,,Brazil,,Front-end Developer,Sometimes,0,26-100,1.0,,ab47c498-3298-47cb-8244-aac1b63bc654
52851a8f-7ce3-4240-9975-d455c4c37d8e,33,1.0,New Zealand,,New Zealand,,Executive Leadership,Never,0,100-500,1.0,,52851a8f-7ce3-4240-9975-d455c4c37d8e
daa1f4a2-a21f-4d4b-bcb9-db9db0dcef4e,27,1.0,Sweden,,Sweden,,Front-end Developer/Back-end Developer/DevOps/SysAdmin,Never,0,6-25,1.0,,daa1f4a2-a21f-4d4b-bcb9-db9db0dcef4e
0645592f-a7eb-4330-b8fc-05b0dd99664a,44,1.0,United States of America,Tennessee,United States of America,Tennessee,Front-end Developer,Sometimes,0,6-25,1.0,,0645592f-a7eb-4330-b8fc-05b0dd99664a
e82057f8-49de-480b-8ffe-90b89ad4b5ee,38,1.0,Bulgaria,,Bulgaria,,One-person shop,Sometimes,1,,,,e82057f8-49de-480b-8ffe-90b89ad4b5ee
61a3a171-e1fe-4550-9f22-6095de7bf68d,32,1.0,United States of America,New Hampshire,United States of America,New Hampshire,Supervisor/Team Lead/Designer/Front-end Developer/Support,Always,0,6-25,0.0,1.0,61a3a171-e1fe-4550-9f22-6095de7bf68d
7be61dd8-ebab-4a40-aedc-e034d3b5d3cc,59,0.0,United States of America,Ohio,United States of America,Ohio,Support,Never,0,500-1000,0.0,1.0,7be61dd8-ebab-4a40-aedc-e034d3b5d3cc
d6f6b2f2-a0a6-472f-8f7b-b80c9c1d0e61,43,1.0,Sweden,,Sweden,,Back-end Developer/Front-end Developer/One-person shop,Sometimes,1,,,,d6f6b2f2-a0a6-472f-8f7b-b80c9c1d0e61
3d3b0036-f0b2-4229-9b5a-d8490a15afd0,55,0.0,Germany,,Germany,,Front-end Developer,Always,1,,,,3d3b0036-f0b2-4229-9b5a-d8490a15afd0
70e7df38-62ee-44a0-8fec-016ec08ad62f,32,1.0,United States of America,California,United States of America,California,Other,Always,0,More than 1000,1.0,,70e7df38-62ee-44a0-8fec-016ec08ad62f
a532959a-db79-4aaa-b41b-5294e1d29b9e,41,1.0,United Kingdom,,United Kingdom,,Front-end Developer,Never,0,More than 1000,0.0,1.0,a532959a-db79-4aaa-b41b-5294e1d29b9e
e9993cc9-e364-47b9-a462-f0f141a481de,38,0.0,United States of America,Washington,United States of America,Washington,Front-end Developer/Back-end Developer,Always,0,1-5,1.0,,e9993cc9-e364-47b9-a462-f0f141a481de
0b47f1db-39fc-42aa-a22b-743597e45fda,46,1.0,United States of America,Colorado,United States of America,Colorado,Executive Leadership/One-person shop/Front-end Developer/Back-end Developer/Support/Supervisor/Team Lead,Sometimes,1,,,,0b47f1db-39fc-42aa-a22b-743597e45fda
4d5d8897-08ac-47da-96b7-9272531c3948,43,1.0,United Kingdom,,United Kingdom,,Supervisor/Team Lead,Never,0,More than 1000,0.0,1.0,4d5d8897-08ac-47da-96b7-9272531c3948
0f7f43e7-19f3-4652-8b68-2252487175bc,29,0.0,United States of America,Pennsylvania,United States of America,Pennsylvania,Other,Always,0,100-500,1.0,,0f7f43e7-19f3-4652-8b68-2252487175bc
a03a62a5-3e15-474b-a5ec-a4ec04e039b7,42,1.0,United States of America,Missouri,United States of America,Missouri,Back-end Developer,Always,1,,,,a03a62a5-3e15-474b-a5ec-a4ec04e039b7
4a2a6333-4391-4690-8e1d-d546b51e43b0,25,0.0,United States of America,Colorado,United States of America,Colorado,Back-end Developer/Front-end Developer,Never,0,100-500,1.0,,4a2a6333-4391-4690-8e1d-d546b51e43b0
11d40ef5-5264-45b5-840f-19bee2ca16fb,49,1.0,Afghanistan,,Afghanistan,,Executive Leadership/Supervisor/Team Lead/Designer,Never,0,26-100,1.0,,11d40ef5-5264-45b5-840f-19bee2ca16fb
e76b9820-5e61-4e96-8417-ef25795ddedf,36,1.0,Pakistan,,United States of America,Florida,Other,Always,0,26-100,1.0,,e76b9820-5e61-4e96-8417-ef25795ddedf
2460ae04-d91c-47bf-9321-783f60bd871e,30,1.0,United Kingdom,,United Kingdom,,One-person shop,Always,1,,,,2460ae04-d91c-47bf-9321-783f60bd871e
142ce4ed-a78a-454d-8da4-ba9b5063558e,28,1.0,United States of America,Oregon,United States of America,Oregon,Other,Sometimes,0,26-100,1.0,,142ce4ed-a78a-454d-8da4-ba9b5063558e
3e518481-470f-436d-9529-80cd8a2e1785,37,1.0,United States of America,Texas,United States of America,Texas,Support/Front-end Developer/Designer,Sometimes,0,More than 1000,0.0,1.0,3e518481-470f-436d-9529-80cd8a2e1785
56fb3be7-4592-4894-a769-a5b95b4b3a42,23,0.0,United States of America,Ohio,United States of America,Ohio,Other/Support/Back-end Developer/Front-end Developer/Designer,Sometimes,0,6-25,0.0,0.0,56fb3be7-4592-4894-a769-a5b95b4b3a42
558f5f3a-6d6e-4c02-b62b-200a70b09236,37,1.0,United Kingdom,,United Kingdom,,DevOps/SysAdmin,Sometimes,1,,,,558f5f3a-6d6e-4c02-b62b-200a70b09236
b3058287-f990-4307-ab16-54a830c8c22c,42,1.0,Netherlands,,Netherlands,,One-person shop/Designer/Front-end Developer/Back-end Developer,Always,1,,,,b3058287-f990-4307-ab16-54a830c8c22c
0c8e96e3-56c3-4989-80cb-f08d0d7f2579,32,1.0,United States of America,Minnesota,United States of America,Minnesota,Other,Never,0,More than 1000,0.0,1.0,0c8e96e3-56c3-4989-80cb-f08d0d7f2579
64ec7139-220e-48a9-9c44-b9830e4bb70a,28,1.0,Canada,,Canada,,Front-end Developer,Always,0,1-5,1.0,,64ec7139-220e-48a9-9c44-b9830e4bb70a
42e4d730-0214-413a-b0a0-dde6cb90ff7a,28,1.0,United Kingdom,,United Kingdom,,Back-end Developer,Never,0,More than 1000,0.0,1.0,42e4d730-0214-413a-b0a0-dde6cb90ff7a
ca9a073e-a104-446c-a107-dfbcaf4bcfe9,29,1.0,United States of America,California,United States of America,California,Back-end Developer,Never,0,More than 1000,1.0,,ca9a073e-a104-446c-a107-dfbcaf4bcfe9
386b24c4-8859-4d3b-9e50-3dd70c82d258,35,1.0,United States of America,Georgia,United States of America,Georgia,Supervisor/Team Lead,Always,0,100-500,1.0,,386b24c4-8859-4d3b-9e50-3dd70c82d258
3f1b505d-4fd5-4373-9cf2-5199f3c3d08f,31,0.0,United States of America,Wisconsin,United States of America,Wisconsin,Back-end Developer,Sometimes,1,,,,3f1b505d-4fd5-4373-9cf2-5199f3c3d08f
303a619f-9b06-4957-9a41-c61e625dd9d6,46,0.0,United States of America,California,United States of America,California,One-person shop,Never,1,,,,303a619f-9b06-4957-9a41-c61e625dd9d6
08721cc8-2cc4-4e7a-ba06-23e2176fd99e,19,1.0,United States of America,Massachusetts,United States of America,Massachusetts,Dev Evangelist/Advocate/DevOps/SysAdmin/Designer/Front-end Developer/Support,Sometimes,1,,,,08721cc8-2cc4-4e7a-ba06-23e2176fd99e
5c5d5e04-e722-4f67-b436-dd2f5a45e057,35,1.0,Sweden,,Sweden,,Other/Designer/Front-end Developer,Always,0,500-1000,1.0,,5c5d5e04-e722-4f67-b436-dd2f5a45e057
5b32a79e-f9d9-4754-ac55-c0a9a5c61809,31,1.0,United Kingdom,,United Kingdom,,Back-end Developer,Sometimes,0,More than 1000,0.0,1.0,5b32a79e-f9d9-4754-ac55-c0a9a5c61809
8a4cfd1b-8591-4d62-a72d-dc77357e8d44,31,1.0,United States of America,Florida,United States of America,Florida,Executive Leadership,Sometimes,1,,,,8a4cfd1b-8591-4d62-a72d-dc77357e8d44
81ba456c-b4a7-41d2-af9c-2e7da70e7886,37,1.0,Canada,,Canada,,Front-end Developer,Always,0,More than 1000,1.0,,81ba456c-b4a7-41d2-af9c-2e7da70e7886
2b8fa727-58c9-42af-8912-b5ca4f47a101,34,0.0,United States of America,Oklahoma,United States of America,Oklahoma,Support,Sometimes,0,6-25,1.0,,2b8fa727-58c9-42af-8912-b5ca4f47a101
15bcbe72-c29b-41b4-a24b-f4903b6da1f0,39,0.0,United States of America,California,United States of America,California,Other/Front-end Developer,Sometimes,0,26-100,1.0,,15bcbe72-c29b-41b4-a24b-f4903b6da1f0
4fd33bae-4f91-4e96-9e93-c3eceab7d00a,29,0.0,United States of America,Washington,United States of America,Washington,Front-end Developer/One-person shop,Always,1,,,,4fd33bae-4f91-4e96-9e93-c3eceab7d00a
8b693376-b4a0-4e72-8dea-22ccfd0b4707,29,0.0,United States of America,Pennsylvania,United States of America,Pennsylvania,Back-end Developer,Always,0,100-500,1.0,,8b693376-b4a0-4e72-8dea-22ccfd0b4707
c17d03cf-3f1b-4bd9-9aa8-313e5e61eb85,63,1.0,United States of America,Maryland,United States of America,Maryland,Back-end Developer,Sometimes,0,More than 1000,1.0,,c17d03cf-3f1b-4bd9-9aa8-313e5e61eb85
91fbb01c-308d-4290-a807-172f21d545c1,45,1.0,Australia,,Australia,,Designer/Front-end Developer/Back-end Developer/Sales/Supervisor/Team Lead,Never,1,,,,91fbb01c-308d-4290-a807-172f21d545c1
2a951386-5bf7-4a72-93a1-b480c8d81d30,35,1.0,Greece,,Greece,,Front-end Developer/Back-end Developer/Dev Evangelist/Advocate,Always,1,,,,2a951386-5bf7-4a72-93a1-b480c8d81d30
24d8b4d2-eb89-4e84-8455-a31efa5a5e0b,32,1.0,United Kingdom,,United Kingdom,,Back-end Developer/One-person shop,Always,1,,,,24d8b4d2-eb89-4e84-8455-a31efa5a5e0b
9a9f4d18-4433-43f4-9c7a-a700c8117f1b,44,1.0,United States of America,California,United States of America,California,One-person shop,Always,1,,,,9a9f4d18-4433-43f4-9c7a-a700c8117f1b
fa38ef94-9a6d-445c-99ad-20c7175854f8,28,0.5,United Kingdom,,United Kingdom,,Support,Never,0,More than 1000,0.0,1.0,fa38ef94-9a6d-445c-99ad-20c7175854f8
82de2999-78dd-43d5-887a-7f599e530fb9,39,1.0,Ireland,,Ireland,,DevOps/SysAdmin,Sometimes,1,,,,82de2999-78dd-43d5-887a-7f599e530fb9
2531fc7a-972b-42fb-9286-6192299c0243,55,0.0,United States of America,California,United States of America,California,One-person shop,Sometimes,1,,,,2531fc7a-972b-42fb-9286-6192299c0243
ae3526bc-b265-4192-af0a-9a5a76fd2de3,33,0.0,United States of America,Connecticut,United States of America,Connecticut,Supervisor/Team Lead/DevOps/SysAdmin/Back-end Developer/Support,Sometimes,1,,,,ae3526bc-b265-4192-af0a-9a5a76fd2de3
f59596cd-ab79-42f4-a69a-adef01cc8f62,19,1.0,India,,India,,Front-end Developer/Back-end Developer/Support/Supervisor/Team Lead,Always,0,6-25,1.0,,f59596cd-ab79-42f4-a69a-adef01cc8f62
358bf997-e6da-4783-a335-819e93f49bd5,40,1.0,United States of America,California,United States of America,California,Other,Always,0,More than 1000,1.0,,358bf997-e6da-4783-a335-819e93f49bd5
3520b8ba-1d1f-4869-9ca6-2819aab50b85,49,0.0,United States of America,Illinois,United States of America,Illinois,Supervisor/Team Lead,Sometimes,0,More than 1000,0.0,1.0,3520b8ba-1d1f-4869-9ca6-2819aab50b85
99128adf-0468-45bd-b8e5-a5a7fabc0539,27,0.0,Australia,,Australia,,Front-end Developer,Sometimes,0,6-25,1.0,,99128adf-0468-45bd-b8e5-a5a7fabc0539
24bf9dbb-449b-4c28-8b12-b4155ed0d663,39,1.0,United States of America,Missouri,United States of America,Missouri,Designer,Never,0,More than 1000,0.0,1.0,24bf9dbb-449b-4c28-8b12-b4155ed0d663
f4e6e561-99e2-49fa-abda-4a8753904f0a,35,1.0,United Kingdom,,United Kingdom,,Support,Never,0,More than 1000,0.0,1.0,f4e6e561-99e2-49fa-abda-4a8753904f0a
37b9a2ab-02e9-45d5-b308-00bc34027dbd,35,1.0,United States of America,Texas,United States of America,Texas,Supervisor/Team Lead/Front-end Developer/Back-end Developer/Dev Evangelist/Advocate,Sometimes,0,26-100,1.0,,37b9a2ab-02e9-45d5-b308-00bc34027dbd
9caa8592-165a-4698-ab9e-f571eca7eb28,42,0.0,United States of America,Texas,United States of America,Texas,Designer,Sometimes,0,26-100,1.0,,9caa8592-165a-4698-ab9e-f571eca7eb28
aaba2bdb-8426-436f-b358-03599a7e9635,35,1.0,Canada,,Canada,,One-person shop,Sometimes,0,6-25,1.0,,aaba2bdb-8426-436f-b358-03599a7e9635
c2dfa5c7-bf7f-4ca5-ad86-37b5bf5a968d,31,0.0,United States of America,Texas,United States of America,Texas,Support/Back-end Developer,Sometimes,0,100-500,1.0,,c2dfa5c7-bf7f-4ca5-ad86-37b5bf5a968d
7042da47-8782-4568-9877-d5150e8beb0b,44,1.0,United Kingdom,,United Kingdom,,Front-end Developer/Back-end Developer/DevOps/SysAdmin,Always,1,,,,7042da47-8782-4568-9877-d5150e8beb0b
f928ef43-6647-46c9-9b53-d69febe23f70,39,1.0,United States of America,Georgia,United States of America,Georgia,Supervisor/Team Lead/DevOps/SysAdmin/Front-end Developer/Back-end Developer,Sometimes,0,100-500,1.0,,f928ef43-6647-46c9-9b53-d69febe23f70
3807ca90-23a1-4593-b144-4e27d6756f36,32,1.0,Canada,,Canada,,DevOps/SysAdmin/Back-end Developer/Front-end Developer/One-person shop,Always,1,,,,3807ca90-23a1-4593-b144-4e27d6756f36
6beaf644-0146-4dca-a041-cd222b88e581,45,1.0,New Zealand,,New Zealand,,Supervisor/Team Lead,Sometimes,0,More than 1000,1.0,,6beaf644-0146-4dca-a041-cd222b88e581
f580fcb7-90b5-4a10-b679-6f88f9c4eb9e,31,1.0,United States of America,Texas,United States of America,Texas,Designer,Sometimes,1,,,,f580fcb7-90b5-4a10-b679-6f88f9c4eb9e
e99e2420-f785-4436-8d25-23ffd64bf677,47,0.0,United States of America,New York,United States of America,New York,One-person shop/Designer,Sometimes,1,,,,e99e2420-f785-4436-8d25-23ffd64bf677
627c0908-ae15-4ea7-be0d-b99a8748263e,29,1.0,United States of America,Maryland,United States of America,Maryland,Back-end Developer,Sometimes,0,26-100,1.0,,627c0908-ae15-4ea7-be0d-b99a8748263e
ffb780d9-cf01-4ec7-af51-713031f7be36,20,1.0,United States of America,New York,United States of America,Oklahoma,Back-end Developer,Always,0,6-25,1.0,,ffb780d9-cf01-4ec7-af51-713031f7be36
d4d05e71-f32e-4fcf-9d93-b9335485a5a1,34,1.0,United States of America,Washington,United States of America,Washington,Other,Never,0,100-500,1.0,,d4d05e71-f32e-4fcf-9d93-b9335485a5a1
89189779-342a-4b02-b71a-0f6145ed5837,33,0.5,United Kingdom,,United Kingdom,,Dev Evangelist/Advocate/Back-end Developer/Front-end Developer,Never,0,500-1000,1.0,,89189779-342a-4b02-b71a-0f6145ed5837
a50d85a6-1f4c-42d7-97c0-3dbcf6ba961b,56,0.0,United States of America,Florida,United States of America,Florida,One-person shop/Front-end Developer/Back-end Developer,Always,1,,,,a50d85a6-1f4c-42d7-97c0-3dbcf6ba961b
3a4c75b4-718b-4073-a7fe-452e785d3173,35,1.0,Canada,,Canada,,One-person shop,Sometimes,1,,,,3a4c75b4-718b-4073-a7fe-452e785d3173
7ef44506-5c2a-482f-8da2-9322bbe5cef2,31,1.0,United States of America,California,United States of America,California,DevOps/SysAdmin,Sometimes,0,100-500,1.0,,7ef44506-5c2a-482f-8da2-9322bbe5cef2
79fbb8c9-78a8-49fc-8ca6-a54ade9ed2dc,36,1.0,United States of America,Texas,United States of America,Texas,Executive Leadership,Sometimes,0,More than 1000,1.0,,79fbb8c9-78a8-49fc-8ca6-a54ade9ed2dc
b7a01983-9caf-4e6d-b0a6-0c2e677934cc,30,1.0,United States of America,California,United States of America,California,Support,Always,0,100-500,1.0,,b7a01983-9caf-4e6d-b0a6-0c2e677934cc
a970f7fa-a1c9-436e-8e82-0196c7fa021e,44,0.0,United States of America,Texas,United States of America,Texas,Support,Never,0,More than 1000,0.0,1.0,a970f7fa-a1c9-436e-8e82-0196c7fa021e
a706023b-0f2b-4258-ba28-664ba9babe2f,23,0.0,United States of America,Texas,United States of America,Texas,Front-end Developer/Designer,Sometimes,0,1-5,1.0,,a706023b-0f2b-4258-ba28-664ba9babe2f
18851c6d-49c8-4d10-9f89-29d3c95f79f3,46,1.0,United States of America,Missouri,United States of America,Missouri,Support,Never,0,More than 1000,0.0,1.0,18851c6d-49c8-4d10-9f89-29d3c95f79f3
9ef713e8-4604-4dcb-854c-af25a7258b78,33,0.0,United States of America,Maine,United States of America,Maine,Front-end Developer,Always,0,100-500,1.0,,9ef713e8-4604-4dcb-854c-af25a7258b78
ca816efb-c628-4250-bdf1-a7fe3f333eba,32,0.0,United States of America,California,United States of America,California,Other,Never,0,500-1000,0.0,0.0,ca816efb-c628-4250-bdf1-a7fe3f333eba
7ee04270-b0ec-4c0c-ba66-97bc4c658b5b,45,1.0,Australia,,Other,,DevOps/SysAdmin/Support/Back-end Developer/One-person shop,Sometimes,1,,,,7ee04270-b0ec-4c0c-ba66-97bc4c658b5b
6751d1f8-e015-457f-8df4-7937c7cacea1,26,1.0,United States of America,Illinois,United States of America,Illinois,Back-end Developer,Sometimes,0,6-25,1.0,,6751d1f8-e015-457f-8df4-7937c7cacea1
dc832495-7f09-4bf4-8879-95a09cff5e2d,32,0.0,United States of America,New Mexico,United States of America,New Mexico,DevOps/SysAdmin/Back-end Developer,Always,1,,,,dc832495-7f09-4bf4-8879-95a09cff5e2d
570b135f-748a-446f-8533-65ac80153c36,28,1.0,United States of America,Oregon,United States of America,Oregon,Back-end Developer,Sometimes,0,More than 1000,1.0,,570b135f-748a-446f-8533-65ac80153c36
9bb50abf-c828-4412-a914-cc00636563e1,44,1.0,United States of America,Wisconsin,United States of America,Wisconsin,One-person shop/Front-end Developer/Back-end Developer/DevOps/SysAdmin/Supervisor/Team Lead,Sometimes,1,,,,9bb50abf-c828-4412-a914-cc00636563e1
42848de8-c825-4bf0-9a1e-7cb3c3240658,42,1.0,United Kingdom,,United Kingdom,,One-person shop,Always,1,,,,42848de8-c825-4bf0-9a1e-7cb3c3240658
51fc36c5-8944-484d-a08c-c63d0169b8c3,30,1.0,United States of America,California,United States of America,California,Back-end Developer,Sometimes,0,More than 1000,1.0,,51fc36c5-8944-484d-a08c-c63d0169b8c3
e18dd1e4-dda5-4bde-9387-a88094a3d35f,28,0.0,United States of America,Washington,United States of America,Washington,Front-end Developer/Designer,Sometimes,0,6-25,1.0,,e18dd1e4-dda5-4bde-9387-a88094a3d35f
573303dd-ec54-4081-9ead-a02ac627305e,31,1.0,Canada,,Canada,,Supervisor/Team Lead,Always,0,100-500,1.0,,573303dd-ec54-4081-9ead-a02ac627305e
